12760	5600	0	1	000000082000000000630000000001	GW00063
12758	4200	0	1	000000082000000000640000000001	GW00064
12980	500	0	1	000000082000000000680000000001	GW00068
3043	1700	0	10	000000082000000000690000000001	GW00069
12979	900	0	10	000000082000000000700000000001	GW00070
13697	500	604800	1	000000082000000000710000000001	GW00071
12969	500	604800	1	000000082000000000720000000001	GW00072
12823	500	604800	1	000000082000000000730000000001	GW00073
12781	4600	0	1	000000082000000000740000000001	GW00074
12787	9200	0	1	000000082000000000750000000001	GW00075
12792	4600	0	1	000000082000000000760000000001	GW00076
12796	9200	0	1	000000082000000000770000000001	GW00077
12770	4600	0	1	000000082000000000780000000001	GW00078
12773	9200	0	1	000000082000000000790000000001	GW00079
9073	21000	0	1	000000082000000000800000000001	GW00080
9074	27500	0	1	000000082000000000810000000001	GW00081
13654	24000	0	1	000000082000000000820000000001	GW00082
10192	300	0	5	000000082000000000830000000001	GW00083
10213	300	0	5	000000082000000000840000000001	GW00084
10191	300	0	5	000000082000000000850000000001	GW00085
10194	300	0	5	000000082000000000860000000001	GW00086
10233	300	0	5	000000082000000000880000000001	GW00088
10197	300	0	5	000000082000000000890000000001	GW00089
10195	300	0	5	000000082000000000900000000001	GW00090
10202	300	0	5	000000082000000000910000000001	GW00091
10221	300	0	5	000000082000000000920000000001	GW00092
10196	300	0	5	000000082000000000930000000001	GW00093
10198	300	0	5	000000082000000000940000000001	GW00094
10193	300	0	5	000000082000000000950000000001	GW00095
10201	300	0	5	000000082000000000960000000001	GW00096
10204	300	0	5	000000082000000000970000000001	GW00097
10189	300	0	5	000000082000000000980000000001	GW00098
10200	300	0	5	000000082000000001010000000001	GW00101
11361	300	0	5	000000082000000001020000000001	GW00102
11363	300	0	5	000000082000000001030000000001	GW00103
11360	300	0	5	000000082000000001040000000001	GW00104
11362	300	0	5	000000082000000001050000000001	GW00105
9072	18000	0	1	000000082000000001060000000001	GW00106
6934	1800	604800	1	000000082000000001070000000001	GW00107
6945	400	604800	1	000000082000000001080000000001	GW00108
6944	400	604800	1	000000082000000001090000000001	GW00109
4260	1500	604800	1	000000082000000001100000000001	GW00110
4259	300	604800	1	000000082000000001110000000001	GW00111
4258	300	604800	1	000000082000000001120000000001	GW00112
13288	900	604800	1	000000082000000001130000000001	GW00113
13283	600	604800	1	000000082000000001140000000001	GW00114
6931	450	604800	1	000000082000000001150000000001	GW00115
6936	300	604800	1	000000082000000001160000000001	GW00116
6940	150	604800	1	000000082000000001170000000001	GW00117
6932	450	604800	1	000000082000000001180000000001	GW00118
3952	450	604800	1	000000082000000001190000000001	GW00119
3951	450	604800	1	000000082000000001200000000001	GW00120
4403	350	604800	1	000000082000000001220000000001	GW00122
4404	200	604800	1	000000082000000001230000000001	GW00123
6929	450	604800	1	000000082000000001240000000001	GW00124
6935	300	604800	1	000000082000000001250000000001	GW00125
4400	300	604800	1	000000082000000001260000000001	GW00126
4401	200	604800	1	000000082000000001270000000001	GW00127
4397	300	604800	1	000000082000000001280000000001	GW00128
4398	200	604800	1	000000082000000001290000000001	GW00129
4399	150	604800	1	000000082000000001300000000001	GW00130
8601	300	604800	1	000000082000000001310000000001	GW00131
8602	300	604800	1	000000082000000001320000000001	GW00132
6930	450	604800	1	000000082000000001330000000001	GW00133
6937	300	604800	1	000000082000000001340000000001	GW00134
6941	150	604800	1	000000082000000001350000000001	GW00135
13293	150	604800	1	000000082000000001360000000001	GW00136
4267	450	604800	1	000000082000000001370000000001	GW00137
4271	300	604800	1	000000082000000001380000000001	GW00138
4396	150	604800	1	000000082000000001390000000001	GW00139
6942	150	604800	1	000000082000000001400000000001	GW00140
8603	150	604800	1	000000082000000001410000000001	GW00141
6939	150	604800	1	000000082000000001420000000001	GW00142
4405	150	604800	1	000000082000000001430000000001	GW00143
4261	150	604800	1	000000082000000001440000000001	GW00144
3955	150	604800	1	000000082000000001450000000001	GW00145
4257	150	604800	1	000000082000000001460000000001	GW00146
4394	150	604800	1	000000082000000001470000000001	GW00147
4402	150	604800	1	000000082000000001480000000001	GW00148
4273	300	604800	1	000000082000000001490000000001	GW00149
4276	150	604800	1	000000082000000001500000000001	GW00150
4275	150	604800	1	000000082000000001510000000001	GW00151
4277	100	604800	1	000000082000000001520000000001	GW00152
4268	150	604800	1	000000082000000001530000000001	GW00153
4272	150	604800	1	000000082000000001540000000001	GW00154
4274	100	604800	1	000000082000000001550000000001	GW00155
4392	1500	604800	1	000000082000000001560000000001	GW00156
6934	18000	0	1	000000082000000001570000000001	GW00157
6945	4000	0	1	000000082000000001580000000001	GW00158
6944	4000	0	1	000000082000000001590000000001	GW00159
4260	15000	0	1	000000082000000001600000000001	GW00160
4259	3000	0	1	000000082000000001610000000001	GW00161
4258	3000	0	1	000000082000000001620000000001	GW00162
13288	9000	0	1	000000082000000001630000000001	GW00163
13283	6000	0	1	000000082000000001640000000001	GW00164
6931	4500	0	1	000000082000000001650000000001	GW00165
6936	3000	0	1	000000082000000001660000000001	GW00166
6940	1500	0	1	000000082000000001670000000001	GW00167
6932	4500	0	1	000000082000000001680000000001	GW00168
3952	4500	0	1	000000082000000001690000000001	GW00169
3951	4500	0	1	000000082000000001700000000001	GW00170
4403	3500	0	1	000000082000000001720000000001	GW00172
4404	2000	0	1	000000082000000001730000000001	GW00173
6929	4500	0	1	000000082000000001740000000001	GW00174
6935	3000	0	1	000000082000000001750000000001	GW00175
4400	3000	0	1	000000082000000001760000000001	GW00176
4401	2000	0	1	000000082000000001770000000001	GW00177
4397	3000	0	1	000000082000000001780000000001	GW00178
4398	2000	0	1	000000082000000001790000000001	GW00179
4399	1500	0	1	000000082000000001800000000001	GW00180
8601	3000	0	1	000000082000000001810000000001	GW00181
8602	3000	0	1	000000082000000001820000000001	GW00182
6930	4500	0	1	000000082000000001830000000001	GW00183
6937	3000	0	1	000000082000000001840000000001	GW00184
6941	1500	0	1	000000082000000001850000000001	GW00185
13293	1500	0	1	000000082000000001860000000001	GW00186
4267	4500	0	1	000000082000000001870000000001	GW00187
4271	3000	0	1	000000082000000001880000000001	GW00188
4396	1500	0	1	000000082000000001890000000001	GW00189
6942	1500	0	1	000000082000000001900000000001	GW00190
8603	1500	0	1	000000082000000001910000000001	GW00191
6939	1500	0	1	000000082000000001920000000001	GW00192
4405	1500	0	1	000000082000000001930000000001	GW00193
4261	1500	0	1	000000082000000001940000000001	GW00194
3955	1500	0	1	000000082000000001950000000001	GW00195
4257	1500	0	1	000000082000000001960000000001	GW00196
4394	1500	0	1	000000082000000001970000000001	GW00197
4402	1500	0	1	000000082000000001980000000001	GW00198
4273	3000	0	1	000000082000000001990000000001	GW00199
4276	1500	0	1	000000082000000002000000000001	GW00200
4275	1500	0	1	000000082000000002010000000001	GW00201
4277	1000	0	1	000000082000000002020000000001	GW00202
4268	1500	0	1	000000082000000002030000000001	GW00203
4272	1500	0	1	000000082000000002040000000001	GW00204
4274	1000	0	1	000000082000000002050000000001	GW00205
4392	15000	0	1	000000082000000002060000000001	GW00206
12783	22500	0	1	000000082000000002070000000001	GW00207
12794	22500	0	1	000000082000000002080000000001	GW00208
12772	22500	0	1	000000082000000002090000000001	GW00209
12782	12500	0	1	000000082000000002100000000001	GW00210
12793	12500	0	1	000000082000000002110000000001	GW00211
12771	12500	0	1	000000082000000002120000000001	GW00212
12816	3000	0	1	000000082000000002130000000001	GW00213
12813	3000	0	1	000000082000000002140000000001	GW00214
15061	1000	0	1	000000082000000002150000000001	GW00215
15609	700	0	1	000000082000000002160000000001	GW00216
14794	34000	0	1	000000082000000002170000000001	GW00217
13656	9000	0	1	000000082000000002190000000001	GW00219
13675	30	864000	1	000000082000000002200000000001	GW00220
13677	30	864000	1	000000082000000002210000000001	GW00221
13679	20	864000	1	000000082000000002220000000001	GW00222
13673	20	864000	1	000000082000000002230000000001	GW00223
13676	30	864000	1	000000082000000002240000000001	GW00224
13678	30	864000	1	000000082000000002250000000001	GW00225
13680	20	864000	1	000000082000000002260000000001	GW00226
13674	20	864000	1	000000082000000002270000000001	GW00227
10192	100	0	10	000000082000000002280000000001	GW00228
10221	100	0	10	000000082000000002290000000001	GW00229
10204	100	0	10	000000082000000002300000000001	GW00230
16855	700	604800	1	000000082000000002310000000001	GW00231
16858	500	604800	1	000000082000000002320000000001	GW00232
16860	150	604800	1	000000082000000002330000000001	GW00233
13291	800	604800	1	000000082000000002340000000001	GW00234
13286	500	604800	1	000000082000000002350000000001	GW00235
13295	150	604800	1	000000082000000002360000000001	GW00236
6933	400	604800	1	000000082000000002370000000001	GW00237
6938	200	604800	1	000000082000000002380000000001	GW00238
6943	100	604800	1	000000082000000002390000000001	GW00239
15667	500	604800	1	000000082000000002400000000001	GW00240
15668	100	604800	1	000000082000000002410000000001	GW00241
8604	200	604800	1	000000082000000002420000000001	GW00242
8605	200	604800	1	000000082000000002430000000001	GW00243
8606	100	604800	1	000000082000000002440000000001	GW00244
13287	500	604800	1	000000082000000002450000000001	GW00245
13282	300	604800	1	000000082000000002460000000001	GW00246
13292	100	604800	1	000000082000000002470000000001	GW00247
13281	200	604800	1	000000082000000002480000000001	GW00248
13290	800	604800	1	000000082000000002490000000001	GW00249
13285	500	604800	1	000000082000000002500000000001	GW00250
13294	300	604800	1	000000082000000002510000000001	GW00251
13280	300	604800	1	000000082000000002520000000001	GW00252
16855	7000	0	1	000000082000000002530000000001	GW00253
16858	4800	0	1	000000082000000002540000000001	GW00254
16860	1200	0	1	000000082000000002550000000001	GW00255
13291	8800	0	1	000000082000000002560000000001	GW00256
13286	5800	0	1	000000082000000002570000000001	GW00257
13295	1500	0	1	000000082000000002580000000001	GW00258
6933	4800	0	1	000000082000000002590000000001	GW00259
6938	2300	0	1	000000082000000002600000000001	GW00260
6943	1200	0	1	000000082000000002610000000001	GW00261
15667	5400	0	1	000000082000000002620000000001	GW00262
15668	600	0	1	000000082000000002630000000001	GW00263
8604	2400	0	1	000000082000000002640000000001	GW00264
8605	2400	0	1	000000082000000002650000000001	GW00265
8606	600	0	1	000000082000000002660000000001	GW00266
13287	5500	0	1	000000082000000002670000000001	GW00267
13282	3500	0	1	000000082000000002680000000001	GW00268
13292	1100	0	1	000000082000000002690000000001	GW00269
13281	1900	0	1	000000082000000002700000000001	GW00270
13290	8800	0	1	000000082000000002710000000001	GW00271
13285	5800	0	1	000000082000000002720000000001	GW00272
13294	2900	0	1	000000082000000002730000000001	GW00273
13280	2900	0	1	000000082000000002740000000001	GW00274
15757	9000	0	1	000000082000000002750000000001	GW00275
12814	5000	0	1	000000082000000002760000000001	GW00276
12817	5000	0	1	000000082000000002770000000001	GW00277
12761	18000	0	1	000000082000000002780000000001	GW00278
12764	18000	0	1	000000082000000002790000000001	GW00279
15609	7000	0	10	000000082000000002800000000001	GW00280
12980	5000	0	10	000000082000000002810000000001	GW00281
9076	39000	0	1	000000082000000002820000000001	GW00282
12775	39000	0	1	000000082000000002830000000001	GW00283
12786	39000	0	1	000000082000000002840000000001	GW00284
14134	39000	0	1	000000082000000002850000000001	GW00285
12798	39000	0	1	000000082000000002860000000001	GW00286
12799	39000	0	1	000000082000000002870000000001	GW00287
15038	5000	0	10	000000082000000002880000000001	GW00288
5382	2000	0	1	000000082000000002890000000001	GW00289
12827	500	604800	1	000000082000000002900000000001	GW00290
16166	500	0	1	000000082000000002910000000001	GW00291
16024	6000	0	1	000000082000000002940000000001	GW00294
16019	6000	0	1	000000082000000002950000000001	GW00295
18180	1000	0	1	000000082000000002960000000001	GW00296
18185	900	0	1	000000082000000002970000000001	GW00297
18185	8000	0	10	000000082000000002980000000001	GW00298
12291	600	604800	1	000000082000000003120000000001	GW00312
12290	100	604800	1	000000082000000003130000000001	GW00313
12286	600	604800	1	000000082000000002990000000001	GW00299
12287	600	604800	1	000000082000000003000000000001	GW00300
12288	600	604800	1	000000082000000003010000000001	GW00301
12289	100	604800	1	000000082000000003020000000001	GW00302
12291	6000	0	1	000000082000000003030000000001	GW00303
12290	1000	0	1	000000082000000003040000000001	GW00304
12286	6000	0	1	000000082000000003050000000001	GW00305
12287	6000	0	1	000000082000000003060000000001	GW00306
12288	6000	0	1	000000082000000003070000000001	GW00307
12289	1000	0	1	000000082000000003080000000001	GW00308
16792	500	0	1	000000082000000003090000000001	GW00309
18204	1000	0	1	000000082000000003100000000001	GW00310
18310	400	604800	1	000000082000000003140000000001	GW00314
18306	300	604800	1	000000082000000003150000000001	GW00315
18313	100	604800	1	000000082000000003160000000001	GW00316
18315	200	604800	1	000000082000000003170000000001	GW00317
16857	600	604800	1	000000082000000003180000000001	GW00318
16862	200	604800	1	000000082000000003190000000001	GW00319
18310	3800	0	1	000000082000000003200000000001	GW00320
18306	2300	0	1	000000082000000003210000000001	GW00321
18313	800	0	1	000000082000000003220000000001	GW00322
18315	1500	0	1	000000082000000003230000000001	GW00323
16857	5300	0	1	000000082000000003240000000001	GW00324
16862	2300	0	1	000000082000000003250000000001	GW00325
19229	900	0	1	000000082000000003260000000001	GW00326
15801	900	604800	1	000000082000000003270000000001	GW00327
15803	600	604800	1	000000082000000003280000000001	GW00328
15800	300	604800	1	000000082000000003290000000001	GW00329
4395	300	604800	1	000000082000000003300000000001	GW00330
18312	700	604800	1	000000082000000003310000000001	GW00331
18308	450	604800	1	000000082000000003320000000001	GW00332
18317	300	604800	1	000000082000000003330000000001	GW00333
8598	600	604800	1	000000082000000003340000000001	GW00334
8599	500	604800	1	000000082000000003350000000001	GW00335
8600	200	604800	1	000000082000000003360000000001	GW00336
15801	9000	0	1	000000082000000003370000000001	GW00337
15803	6000	0	1	000000082000000003380000000001	GW00338
15800	3000	0	1	000000082000000003390000000001	GW00339
4395	3000	0	1	000000082000000003400000000001	GW00340
18312	6800	0	1	000000082000000003410000000001	GW00341
18308	4500	0	1	000000082000000003420000000001	GW00342
18317	2300	0	1	000000082000000003430000000001	GW00343
8598	6000	0	1	000000082000000003440000000001	GW00344
8599	4500	0	1	000000082000000003450000000001	GW00345
8600	1900	0	1	000000082000000003460000000001	GW00346
19571	900	0	1	000000082000000003470000000001	GW00347
20784	1000	0	1	000000082000000003480000000001	GW00348
20785	1000	0	1	000000082000000003490000000001	GW00349
21045	1000	0	1	000000082000000003500000000001	GW00350
21500	1000	604800	1	000000082000000003510000000001	GW00351
21502	700	604800	1	000000082000000003520000000001	GW00352
21504	300	604800	1	000000082000000003530000000001	GW00353
22155	700	604800	1	000000082000000003540000000001	GW00354
22158	200	604800	1	000000082000000003550000000001	GW00355
22160	100	604800	1	000000082000000003560000000001	GW00356
21500	10000	0	1	000000082000000003570000000001	GW00357
21502	7000	0	1	000000082000000003580000000001	GW00358
21504	2500	0	1	000000082000000003590000000001	GW00359
22155	7000	0	1	000000082000000003600000000001	GW00360
22158	2000	0	1	000000082000000003610000000001	GW00361
22160	1000	0	1	000000082000000003620000000001	GW00362
21021	2000	0	1	000000082000000003630000000001	GW00363
21022	2000	0	1	000000082000000003640000000001	GW00364
16166	5000	0	10	000000082000000003650000000001	GW00365
16792	5000	0	10	000000082000000003660000000001	GW00366
21070	1000	0	1	000000082000000003670000000001	GW00367
22156	1200	604800	1	000000082000000003680000000001	GW00368
22157	500	604800	1	000000082000000003690000000001	GW00369
22161	200	604800	1	000000082000000003700000000001	GW00370
22159	100	604800	1	000000082000000003710000000001	GW00371
18311	600	604800	1	000000082000000003720000000001	GW00372
18307	400	604800	1	000000082000000003730000000001	GW00373
18316	100	604800	1	000000082000000003740000000001	GW00374
22156	12000	0	1	000000082000000003750000000001	GW00375
22157	5000	0	1	000000082000000003760000000001	GW00376
22161	1500	0	1	000000082000000003770000000001	GW00377
22159	1000	0	1	000000082000000003780000000001	GW00378
18311	6000	0	1	000000082000000003790000000001	GW00379
18307	4000	0	1	000000082000000003800000000001	GW00380
18316	1000	0	1	000000082000000003810000000001	GW00381
22096	1000	0	1	000000082000000003820000000001	GW00382
21025	1200	604800	1	000000082000000003830000000001	GW00383
21017	400	604800	1	000000082000000003840000000001	GW00384
21016	100	604800	1	000000082000000003850000000001	GW00385
23486	1000	604800	1	000000082000000003860000000001	GW00386
23487	500	604800	1	000000082000000003870000000001	GW00387
23488	300	604800	1	000000082000000003880000000001	GW00388
21025	12000	0	1	000000082000000003890000000001	GW00389
21017	4000	0	1	000000082000000003900000000001	GW00390
21016	1000	0	1	000000082000000003910000000001	GW00391
23486	10000	0	1	000000082000000003920000000001	GW00392
23487	5000	0	1	000000082000000003930000000001	GW00393
23488	3000	0	1	000000082000000003940000000001	GW00394
15739	43000	0	1	000000082000000003950000000001	GW00395
13289	1000	604800	1	000000082000000003960000000001	GW00396
13284	600	604800	1	000000082000000003970000000001	GW00397
13296	300	604800	1	000000082000000003980000000001	GW00398
18309	800	604800	1	000000082000000003990000000001	GW00399
18303	600	604800	1	000000082000000004000000000001	GW00400
18314	300	604800	1	000000082000000004010000000001	GW00401
13289	9900	0	1	000000082000000004020000000001	GW00402
13284	5900	0	1	000000082000000004030000000001	GW00403
13296	2900	0	1	000000082000000004040000000001	GW00404
18309	7900	0	1	000000082000000004050000000001	GW00405
18303	5900	0	1	000000082000000004060000000001	GW00406
18314	2500	0	1	000000082000000004070000000001	GW00407
22197	1000	0	1	000000082000000004080000000001	GW00408
21051	500	604800	1	000000082000000004090000000001	GW00409
21050	500	604800	1	000000082000000004100000000001	GW00410
21052	200	604800	1	000000082000000004110000000001	GW00411
19263	700	604800	1	000000082000000004120000000001	GW00412
19268	200	604800	1	000000082000000004130000000001	GW00413
19265	400	604800	1	000000082000000004140000000001	GW00414
19266	200	604800	1	000000082000000004150000000001	GW00415
21051	4900	0	1	000000082000000004160000000001	GW00416
21050	4900	0	1	000000082000000004170000000001	GW00417
21052	1900	0	1	000000082000000004180000000001	GW00418
19263	6900	0	1	000000082000000004190000000001	GW00419
19268	1500	0	1	000000082000000004200000000001	GW00420
19265	3900	0	1	000000082000000004210000000001	GW00421
19266	1900	0	1	000000082000000004220000000001	GW00422
21043	1000	0	15	000000082000000004230000000001	GW00423
23421	1000	0	1	000000082000000004240000000001	GW00424
23405	800	604800	1	000000082000000004250000000001	GW00425
23406	400	604800	1	000000082000000004260000000001	GW00426
23407	200	604800	1	000000082000000004270000000001	GW00427
23408	200	604800	1	000000082000000004280000000001	GW00428
23402	700	604800	1	000000082000000004290000000001	GW00429
23403	300	604800	1	000000082000000004300000000001	GW00430
23404	200	604800	1	000000082000000004310000000001	GW00431
23405	8000	0	1	000000082000000004320000000001	GW00432
23406	4000	0	1	000000082000000004330000000001	GW00433
23407	2000	0	1	000000082000000004340000000001	GW00434
23408	2000	0	1	000000082000000004350000000001	GW00435
23402	7000	0	1	000000082000000004360000000001	GW00436
23403	3000	0	1	000000082000000004370000000001	GW00437
23404	2000	0	1	000000082000000004380000000001	GW00438
15732	45000	0	1	000000082000000004390000000001	GW00439
15731	45000	0	1	000000082000000004400000000001	GW00440
15730	45000	0	1	000000082000000004410000000001	GW00441
20216	500	0	1	000000082000000004420000000001	GW00442
23245	1000	0	1	000000082000000004430000000001	GW00443
24351	900	604800	1	000000082000000004440000000001	GW00444
24358	200	604800	1	000000082000000004450000000001	GW00445
24356	500	604800	1	000000082000000004460000000001	GW00446
24362	300	604800	1	000000082000000004470000000001	GW00447
24350	600	604800	1	000000082000000004480000000001	GW00448
24357	100	604800	1	000000082000000004490000000001	GW00449
24354	600	604800	1	000000082000000004500000000001	GW00450
24360	200	604800	1	000000082000000004510000000001	GW00451
15766	600	604800	1	000000082000000004520000000001	GW00452
15769	300	604800	1	000000082000000004530000000001	GW00453
15772	100	604800	1	000000082000000004540000000001	GW00454
15768	600	604800	1	000000082000000004550000000001	GW00455
15771	300	604800	1	000000082000000004560000000001	GW00456
15774	100	604800	1	000000082000000004570000000001	GW00457
24351	9000	0	1	000000082000000004580000000001	GW00458
24358	1500	0	1	000000082000000004590000000001	GW00459
24356	5000	0	1	000000082000000004600000000001	GW00460
24362	3000	0	1	000000082000000004610000000001	GW00461
24350	6000	0	1	000000082000000004620000000001	GW00462
24357	1000	0	1	000000082000000004630000000001	GW00463
24354	6000	0	1	000000082000000004640000000001	GW00464
24360	2000	0	1	000000082000000004650000000001	GW00465
15766	6000	0	1	000000082000000004660000000001	GW00466
15769	3000	0	1	000000082000000004670000000001	GW00467
15772	1000	0	1	000000082000000004680000000001	GW00468
15768	6000	0	1	000000082000000004690000000001	GW00469
15771	3000	0	1	000000082000000004700000000001	GW00470
15774	1000	0	1	000000082000000004710000000001	GW00471
23965	1000	0	1	000000082000000004720000000001	GW00472
24609	600	604800	1	000000082000000004730000000001	GW00473
24620	400	604800	1	000000082000000004740000000001	GW00474
24617	200	604800	1	000000082000000004750000000001	GW00475
21499	500	604800	1	000000082000000004760000000001	GW00476
21501	300	604800	1	000000082000000004770000000001	GW00477
21503	200	604800	1	000000082000000004780000000001	GW00478
24609	6000	0	1	000000082000000004790000000001	GW00479
24620	4000	0	1	000000082000000004800000000001	GW00480
24617	1500	0	1	000000082000000004810000000001	GW00481
21499	5000	0	1	000000082000000004820000000001	GW00482
21501	3000	0	1	000000082000000004830000000001	GW00483
21503	2000	0	1	000000082000000004840000000001	GW00484
24717	1500	604800	1	000000082000000004850000000001	GW00485
23553	3000	0	1	000000082000000004860000000001	GW00486
23552	80	0	1	000000082000000004870000000001	GW00487
23552	800	0	10	000000082000000004880000000001	GW00488
23552	8000	0	100	000000082000000004890000000001	GW00489
24610	600	604800	1	000000082000000004900000000001	GW00490
24613	200	604800	1	000000082000000004910000000001	GW00491
24618	300	604800	1	000000082000000004920000000001	GW00492
24608	500	604800	1	000000082000000004930000000001	GW00493
24614	100	604800	1	000000082000000004940000000001	GW00494
24612	300	604800	1	000000082000000004950000000001	GW00495
24616	200	604800	1	000000082000000004960000000001	GW00496
24610	5500	0	1	000000082000000004970000000001	GW00497
24613	2000	0	1	000000082000000004980000000001	GW00498
24618	3200	0	1	000000082000000004990000000001	GW00499
24608	5000	0	1	000000082000000005000000000001	GW00500
24614	1000	0	1	000000082000000005010000000001	GW00501
24612	2500	0	1	000000082000000005020000000001	GW00502
24616	1800	0	1	000000082000000005030000000001	GW00503
24724	1000	0	1	000000082000000005040000000001	GW00504
24744	700	604800	1	000000082000000005050000000001	GW00505
24748	100	604800	1	000000082000000005060000000001	GW00506
24746	500	604800	1	000000082000000005070000000001	GW00507
24750	200	604800	1	000000082000000005080000000001	GW00508
24745	700	604800	1	000000082000000005090000000001	GW00509
24749	100	604800	1	000000082000000005100000000001	GW00510
24747	500	604800	1	000000082000000005110000000001	GW00511
24751	400	604800	1	000000082000000005120000000001	GW00512
24744	7000	0	1	000000082000000005130000000001	GW00513
24748	800	0	1	000000082000000005140000000001	GW00514
24746	4500	0	1	000000082000000005150000000001	GW00515
24750	1200	0	1	000000082000000005160000000001	GW00516
24745	7000	0	1	000000082000000005170000000001	GW00517
24749	800	0	1	000000082000000005180000000001	GW00518
24747	4500	0	1	000000082000000005190000000001	GW00519
24751	4000	0	1	000000082000000005200000000001	GW00520
16157	9000	0	1	000000082000000005210000000001	GW00521
21508	800	604800	1	000000082000000005220000000001	GW00522
24921	1000	0	1	000000082000000005230000000001	GW00523
24885	700	604800	1	000000082000000005240000000001	GW00524
24892	100	604800	1	000000082000000005250000000001	GW00525
24889	400	604800	1	000000082000000005260000000001	GW00526
24895	100	604800	1	000000082000000005270000000001	GW00527
24887	500	604800	1	000000082000000005280000000001	GW00528
24893	200	604800	1	000000082000000005290000000001	GW00529
24891	400	604800	1	000000082000000005300000000001	GW00530
24897	300	604800	1	000000082000000005310000000001	GW00531
24885	6500	0	1	000000082000000005320000000001	GW00532
24892	1000	0	1	000000082000000005330000000001	GW00533
24889	4000	0	1	000000082000000005340000000001	GW00534
24895	1000	0	1	000000082000000005350000000001	GW00535
24887	5000	0	1	000000082000000005360000000001	GW00536
24893	2000	0	1	000000082000000005370000000001	GW00537
24891	4000	0	1	000000082000000005380000000001	GW00538
24897	3000	0	1	000000082000000005390000000001	GW00539
15037	1800	0	10	000000082000000005400000000001	GW00540
18146	53000	0	1	000000082000000005410000000001	GW00541
18147	53000	0	1	000000082000000005420000000001	GW00542
18148	53000	0	1	000000082000000005430000000001	GW00543
24701	800	604800	1	000000082000000005440000000001	GW00544
24704	400	604800	1	000000082000000005450000000001	GW00545
24707	200	604800	1	000000082000000005460000000001	GW00546
24702	600	604800	1	000000082000000005470000000001	GW00547
24709	300	604800	1	000000082000000005480000000001	GW00548
23582	800	604800	1	000000082000000005490000000001	GW00549
23584	200	604800	1	000000082000000005500000000001	GW00550
23583	600	604800	1	000000082000000005510000000001	GW00551
23585	100	604800	1	000000082000000005520000000001	GW00552
23586	1100	604800	1	000000082000000005530000000001	GW00553
23587	200	604800	1	000000082000000005540000000001	GW00554
23588	200	604800	1	000000082000000005550000000001	GW00555
